1548390600,0.297102,0.29768,0.29768,0.297102,30399.85
1548391500,0.297,0.297339,0.297102,0.297,14572.7
1548392400,0.2968,0.297047,0.297001,0.297035,47461.99
1548393300,0.296,0.297007,0.296801,0.296199,30763.72
1548394200,0.2956,0.296199,0.296199,0.2956,37741.99
1548395100,0.2956,0.2958,0.295797,0.2956,4740.56
1548396000,0.2955,0.2958,0.295601,0.2955,4448.81
1548396900,0.2955,0.2958,0.295705,0.295599,4950.76
1548397800,0.295,0.29555,0.29555,0.295236,12335.47
1548398700,0.295,0.295212,0.29521,0.295,1095.73
1548399600,0.294005,0.29511,0.295,0.294043,15373.09
1548400500,0.294394,0.294779,0.294626,0.294765,2500.07
1548401400,0.292701,0.294707,0.294707,0.292701,8032.29
1548402300,0.29187,0.293123,0.293123,0.29187,34775.9
1548403200,0.29125,0.292119,0.29187,0.291758,4428.59
1548404100,0.29152,0.292215,0.292215,0.29152,480.24
1548405000,0.291496,0.293185,0.291891,0.291496,743.68
1548405900,0.290203,0.291736,0.291496,0.290203,53254.07
1548406800,0.290154,0.29154,0.290883,0.29154,15589.0
1548407700,0.290201,0.29154,0.291539,0.29022,3574.19
1548408600,0.289,0.290973,0.290629,0.289266,49747.29
1548409500,0.289033,0.289899,0.289267,0.289773,1398.21
1548410400,0.289781,0.290395,0.289985,0.290395,3344.62
1548411300,0.289061,0.290386,0.290311,0.290081,2407.49
1548412200,0.289872,0.291287,0.290078,0.290104,646.97
1548413100,0.289002,0.289971,0.2893,0.289971,10894.27
1548414000,0.287401,0.29008,0.289665,0.288313,13847.2
1548414900,0.285461,0.288599,0.288246,0.286677,60139.81
1548415800,0.2855,0.28685,0.28685,0.285503,5390.29
1548416700,0.283533,0.293893,0.285501,0.285399,187893.85
1548417600,0.285399,0.286571,0.285399,0.285699,25303.83
1548418500,0.284808,0.286571,0.285601,0.285903,7502.03
1548419400,0.28657,0.28657,0.28657,0.28657,2675.2
1548420300,0.286569,0.288445,0.28657,0.288428,13157.85
1548421200,0.28701,0.288339,0.288229,0.287898,1020.74
1548422100,0.2875,0.28903,0.2883,0.289029,8345.48
1548423000,0.2874,0.28903,0.289029,0.288348,32650.62
1548423900,0.288115,0.288364,0.288341,0.288258,5731.46
1548424800,0.28761,0.288895,0.28821,0.288813,32312.9
1548425700,0.287906,0.288801,0.288801,0.287916,9644.99
1548426600,0.2879,0.288411,0.287916,0.288387,12397.16
1548427500,0.2878,0.288699,0.288387,0.288697,5910.12
1548428400,0.287406,0.2895,0.2887,0.287578,37876.11
1548429300,0.287043,0.28836,0.2875,0.288173,43279.28
1548430200,0.287043,0.291103,0.288089,0.291095,46611.2
1548431100,0.28989,0.292491,0.291077,0.291062,183806.96
1548432000,0.289396,0.291297,0.29095,0.289739,13615.85
1548432900,0.288469,0.289782,0.289682,0.288469,21417.35
1548433800,0.287401,0.288535,0.288535,0.287912,18789.38
1548434700,0.287223,0.289896,0.287912,0.289798,12010.2
1548435600,0.289372,0.290079,0.289372,0.290079,14152.56
